,Site,Year,Species,Temperature,Temp_Range
11575,PRWI 19,2011,Downy Woodpecker,25.10000038,20-30
11576,PRWI 19,2011,Northern Cardinal,25.10000038,20-30
11577,PRWI 19,2011,Northern Parula,25.10000038,20-30
11578,PRWI 19,2011,Ovenbird,25.10000038,20-30
11579,PRWI 19,2011,Red-eyed Vireo,25.10000038,20-30
11580,PRWI 19,2011,Red-eyed Vireo,25.10000038,20-30
11581,PRWI 19,2011,Wood Thrush,25.10000038,20-30
11582,PRWI 19,2011,Yellow-billed Cuckoo,25.10000038,20-30
11583,PRWI 19,2011,Eastern Wood-Pewee,25.10000038,20-30
11584,PRWI 16,2011,Hooded Warbler,26.89999962,20-30
11585,PRWI 16,2011,Blue-gray Gnatcatcher,26.89999962,20-30
11586,PRWI 16,2011,Blue Jay,26.89999962,20-30
11587,PRWI 16,2011,Blue Jay,26.89999962,20-30
11588,PRWI 16,2011,Hooded Warbler,26.89999962,20-30
11589,PRWI 16,2011,Northern Cardinal,26.89999962,20-30
11590,PRWI 16,2011,Scarlet Tanager,26.89999962,20-30
11591,PRWI 16,2011,Wood Thrush,26.89999962,20-30
11592,PRWI 16,2011,Eastern Wood-Pewee,26.89999962,20-30
11593,PRWI 15,2011,Downy Woodpecker,25.10000038,20-30
11594,PRWI 15,2011,Wood Thrush,25.10000038,20-30
11595,PRWI 15,2011,White-breasted Nuthatch,25.10000038,20-30
11596,PRWI 15,2011,Ruby-throated Hummingbird,25.10000038,20-30
11597,PRWI 15,2011,Red-eyed Vireo,25.10000038,20-30
11598,PRWI 15,2011,Red-bellied Woodpecker,25.10000038,20-30
11599,PRWI 15,2011,Wood Thrush,25.10000038,20-30
11600,PRWI 15,2011,Eastern Wood-Pewee,25.10000038,20-30
11601,PRWI 15,2011,Blue-gray Gnatcatcher,25.10000038,20-30
11602,PRWI 15,2011,American Crow,25.10000038,20-30
11603,PRWI 15,2011,Acadian Flycatcher,25.10000038,20-30
11604,PRWI 15,2011,Pileated Woodpecker,25.10000038,20-30
11605,PRWI 19,2011,Red-bellied Woodpecker,27.29999924,20-30
11606,PRWI 19,2011,Acadian Flycatcher,27.29999924,20-30
11607,PRWI 19,2011,Eastern Tufted Titmouse,27.29999924,20-30
11608,PRWI 19,2011,Red-eyed Vireo,27.29999924,20-30
11609,PRWI 19,2011,Yellow-throated Vireo,27.29999924,20-30
11610,PRWI 19,2011,Scarlet Tanager,27.29999924,20-30
11611,PRWI 19,2011,Wood Thrush,27.29999924,20-30
11612,PRWI 19,2011,Eastern Wood-Pewee,27.29999924,20-30
11613,PRWI 12,2011,Acadian Flycatcher,24.0,20-30
11614,PRWI 12,2011,Ruby-throated Hummingbird,24.0,20-30
11615,PRWI 12,2011,Acadian Flycatcher,24.0,20-30
11616,PRWI 12,2011,American Robin,24.0,20-30
11617,PRWI 12,2011,Carolina Chickadee,24.0,20-30
11618,PRWI 12,2011,Carolina Chickadee,24.0,20-30
11619,PRWI 12,2011,Downy Woodpecker,24.0,20-30
11620,PRWI 12,2011,Eastern Wood-Pewee,24.0,20-30
11621,PRWI 12,2011,Ovenbird,24.0,20-30
11622,PRWI 12,2011,Ovenbird,24.0,20-30
11623,PRWI 12,2011,Ovenbird,24.0,20-30
11624,PRWI 12,2011,Red-eyed Vireo,24.0,20-30
11625,PRWI 12,2011,Scarlet Tanager,24.0,20-30
11626,PRWI 12,2011,Blue-gray Gnatcatcher,24.0,20-30
11627,PRWI 16,2011,American Robin,26.60000038,20-30
11628,PRWI 16,2011,White-breasted Nuthatch,26.60000038,20-30
11629,PRWI 16,2011,Acadian Flycatcher,26.60000038,20-30
11630,PRWI 16,2011,Acadian Flycatcher,26.60000038,20-30
11631,PRWI 16,2011,Blue-gray Gnatcatcher,26.60000038,20-30
11632,PRWI 16,2011,Brown-headed Cowbird,26.60000038,20-30
11633,PRWI 16,2011,Eastern Wood-Pewee,26.60000038,20-30
11634,PRWI 16,2011,Red-bellied Woodpecker,26.60000038,20-30
11635,PRWI 16,2011,White-breasted Nuthatch,26.60000038,20-30
11636,PRWI 16,2011,Wood Thrush,26.60000038,20-30
11637,PRWI 16,2011,Wood Thrush,26.60000038,20-30
11638,PRWI 16,2011,Yellow-billed Cuckoo,26.60000038,20-30
11639,PRWI 16,2011,Yellow-throated Vireo,26.60000038,20-30
11640,PRWI 16,2011,Red-eyed Vireo,26.60000038,20-30
11641,PRWI 12,2011,Worm-eating Warbler,24.0,20-30
11642,PRWI 12,2011,American Robin,24.0,20-30
11643,PRWI 12,2011,Blue-gray Gnatcatcher,24.0,20-30
11644,PRWI 12,2011,Eastern Wood-Pewee,24.0,20-30
11645,PRWI 12,2011,Hooded Warbler,24.0,20-30
11646,PRWI 12,2011,Ovenbird,24.0,20-30
11647,PRWI 12,2011,Red-eyed Vireo,24.0,20-30
11648,PRWI 19,2011,Acadian Flycatcher,25.70000076,20-30
11649,PRWI 19,2011,Northern Parula,25.70000076,20-30
11650,PRWI 19,2011,Ovenbird,25.70000076,20-30
11651,PRWI 19,2011,Red-bellied Woodpecker,25.70000076,20-30
11652,PRWI 19,2011,Red-eyed Vireo,25.70000076,20-30
11653,PRWI 19,2011,White-breasted Nuthatch,25.70000076,20-30
11654,PRWI 12,2011,Wood Thrush,23.0,20-30
11655,PRWI 12,2011,Wood Thrush,23.0,20-30
11656,PRWI 12,2011,Eastern Tufted Titmouse,23.0,20-30
11657,PRWI 12,2011,Worm-eating Warbler,23.0,20-30
11658,PRWI 12,2011,Scarlet Tanager,23.0,20-30
11659,PRWI 12,2011,Scarlet Tanager,23.0,20-30
11660,PRWI 12,2011,Wood Thrush,23.0,20-30
11661,PRWI 12,2011,Ovenbird,23.0,20-30
11662,PRWI 12,2011,Blue-gray Gnatcatcher,23.0,20-30
11663,PRWI 12,2011,Ovenbird,23.0,20-30
11664,PRWI 12,2011,Mourning Dove,23.0,20-30
11665,PRWI 12,2011,Hooded Warbler,23.0,20-30
11666,PRWI 12,2011,Red-eyed Vireo,23.0,20-30
11667,PRWI 7,2011,Carolina Wren,26.60000038,20-30
11668,PRWI 7,2011,Eastern Wood-Pewee,26.60000038,20-30
11669,PRWI 7,2011,Pine Warbler,26.60000038,20-30
11670,PRWI 7,2011,Blue-gray Gnatcatcher,26.60000038,20-30
11671,PRWI 7,2011,Eastern Tufted Titmouse,26.60000038,20-30
11672,PRWI 7,2011,Hooded Warbler,26.60000038,20-30
11673,PRWI 7,2011,Eastern Tufted Titmouse,26.60000038,20-30
11674,PRWI 7,2011,Ovenbird,26.60000038,20-30
11675,PRWI 7,2011,Red-eyed Vireo,26.60000038,20-30
11676,PRWI 7,2011,Red-eyed Vireo,26.60000038,20-30
11677,PRWI 7,2011,Wood Thrush,26.60000038,20-30
11678,PRWI 7,2011,Mourning Dove,26.60000038,20-30
11679,PRWI 7,2011,Yellow-billed Cuckoo,26.29999924,20-30
11680,PRWI 7,2011,Red-eyed Vireo,26.29999924,20-30
11681,PRWI 7,2011,Ovenbird,26.29999924,20-30
11682,PRWI 7,2011,Hooded Warbler,26.29999924,20-30
11683,PRWI 7,2011,Ovenbird,26.29999924,20-30
11684,PRWI 7,2011,Carolina Chickadee,26.29999924,20-30
11685,PRWI 7,2011,Red-eyed Vireo,26.29999924,20-30
11686,PRWI 8,2011,Wood Thrush,24.0,20-30
11687,PRWI 8,2011,Red-bellied Woodpecker,24.0,20-30
11688,PRWI 8,2011,Ovenbird,24.0,20-30
11689,PRWI 8,2011,Ovenbird,24.0,20-30
11690,PRWI 8,2011,Northern Parula,24.0,20-30
11691,PRWI 8,2011,Yellow-throated Vireo,24.0,20-30
11692,PRWI 8,2011,Eastern Tufted Titmouse,24.0,20-30
11693,PRWI 8,2011,Carolina Chickadee,24.0,20-30
11694,PRWI 13,2011,American Crow,23.39999962,20-30
11695,PRWI 13,2011,Pine Warbler,23.39999962,20-30
11696,PRWI 13,2011,Red-eyed Vireo,23.39999962,20-30
11697,PRWI 13,2011,Ruby-throated Hummingbird,23.39999962,20-30
11698,PRWI 13,2011,Hooded Warbler,23.39999962,20-30
11699,PRWI 13,2011,Ovenbird,23.39999962,20-30
11700,PRWI 13,2011,Blue-gray Gnatcatcher,23.39999962,20-30
11701,PRWI 13,2011,Scarlet Tanager,23.39999962,20-30
11702,PRWI 13,2011,Acadian Flycatcher,23.39999962,20-30
11703,PRWI 13,2011,Eastern Wood-Pewee,23.39999962,20-30
11704,PRWI 18,2011,Scarlet Tanager,25.0,20-30
11705,PRWI 18,2011,Acadian Flycatcher,25.0,20-30
11706,PRWI 18,2011,Blue-gray Gnatcatcher,25.0,20-30
11707,PRWI 18,2011,Acadian Flycatcher,25.0,20-30
11708,PRWI 18,2011,Wood Thrush,25.0,20-30
11709,PRWI 18,2011,Wood Thrush,25.0,20-30
11710,PRWI 18,2011,Red-eyed Vireo,25.0,20-30
11711,PRWI 18,2011,Red-eyed Vireo,25.0,20-30
11712,PRWI 18,2011,Ovenbird,25.0,20-30
11713,PRWI 18,2011,Northern Parula,25.0,20-30
11714,PRWI 18,2011,Eastern Tufted Titmouse,25.0,20-30
11715,PRWI 18,2011,Blue-gray Gnatcatcher,21.0,20-30
11716,PRWI 18,2011,Wood Thrush,21.0,20-30
11717,PRWI 18,2011,Red-bellied Woodpecker,21.0,20-30
11718,PRWI 18,2011,Red-bellied Woodpecker,21.0,20-30
11719,PRWI 18,2011,Ovenbird,21.0,20-30
11720,PRWI 18,2011,Northern Parula,21.0,20-30
11721,PRWI 18,2011,Great Crested Flycatcher,21.0,20-30
11722,PRWI 18,2011,Eastern Wood-Pewee,21.0,20-30
11723,PRWI 18,2011,American Robin,21.0,20-30
11724,PRWI 18,2011,Acadian Flycatcher,21.0,20-30
11725,PRWI 18,2011,Eastern Tufted Titmouse,21.0,20-30
11726,PRWI 18,2011,Ovenbird,24.5,20-30
11727,PRWI 18,2011,Red-eyed Vireo,24.5,20-30
11728,PRWI 18,2011,Eastern Tufted Titmouse,24.5,20-30
11729,PRWI 18,2011,Chimney Swift,24.5,20-30
11730,PRWI 18,2011,Blue-gray Gnatcatcher,24.5,20-30
11731,PRWI 18,2011,American Crow,24.5,20-30
11732,PRWI 18,2011,American Crow,24.5,20-30
11733,PRWI 18,2011,Scarlet Tanager,24.5,20-30
11734,PRWI 7,2011,American Crow,24.79999924,20-30
11735,PRWI 7,2011,Ovenbird,24.79999924,20-30
11736,PRWI 7,2011,Eastern Wood-Pewee,24.79999924,20-30
11737,PRWI 7,2011,Great Crested Flycatcher,24.79999924,20-30
11738,PRWI 7,2011,Ovenbird,24.79999924,20-30
11739,PRWI 7,2011,Red-eyed Vireo,24.79999924,20-30
11740,PRWI 7,2011,Red-eyed Vireo,24.79999924,20-30
11741,PRWI 7,2011,White-breasted Nuthatch,24.79999924,20-30
11742,PRWI 7,2011,Acadian Flycatcher,24.79999924,20-30
11743,PRWI 7,2011,Red-eyed Vireo,24.79999924,20-30
11744,PRWI 13,2011,Acadian Flycatcher,22.60000038,20-30
11745,PRWI 13,2011,American Crow,22.60000038,20-30
11746,PRWI 13,2011,Eastern Wood-Pewee,22.60000038,20-30
11747,PRWI 13,2011,Eastern Tufted Titmouse,22.60000038,20-30
11748,PRWI 13,2011,Great Crested Flycatcher,22.60000038,20-30
11749,PRWI 13,2011,Hooded Warbler,22.60000038,20-30
11750,PRWI 13,2011,Ovenbird,22.60000038,20-30
11751,PRWI 13,2011,Hooded Warbler,22.60000038,20-30
11752,PRWI 13,2011,Red-eyed Vireo,22.60000038,20-30
11753,PRWI 13,2011,American Crow,23.5,20-30
11754,PRWI 13,2011,Red-eyed Vireo,23.5,20-30
11755,PRWI 13,2011,White-breasted Nuthatch,23.5,20-30
11756,PRWI 13,2011,Blue-gray Gnatcatcher,23.5,20-30
11757,PRWI 13,2011,Red-bellied Woodpecker,23.5,20-30
11758,PRWI 13,2011,Ovenbird,23.5,20-30
11759,PRWI 13,2011,Red-bellied Woodpecker,23.5,20-30
11760,PRWI 13,2011,Carolina Chickadee,23.5,20-30
11761,PRWI 13,2011,Hooded Warbler,23.5,20-30
11762,PRWI 13,2011,Mourning Dove,23.5,20-30
11763,PRWI 13,2011,Acadian Flycatcher,23.5,20-30
11764,PRWI 13,2011,Ovenbird,23.5,20-30
11765,PRWI 13,2011,Pine Warbler,23.5,20-30
11766,PRWI 13,2011,Red-bellied Woodpecker,24.20000076,20-30
11767,PRWI 13,2011,Blue-gray Gnatcatcher,24.20000076,20-30
11768,PRWI 13,2011,Hooded Warbler,24.20000076,20-30
11769,PRWI 13,2011,Mourning Dove,24.20000076,20-30
11770,PRWI 13,2011,Ovenbird,24.20000076,20-30
11771,PRWI 13,2011,Red-eyed Vireo,24.20000076,20-30
11772,PRWI 7,2011,Eastern Tufted Titmouse,27.20000076,20-30
11773,PRWI 7,2011,Eastern Wood-Pewee,27.20000076,20-30
11774,PRWI 7,2011,Acadian Flycatcher,27.20000076,20-30
11775,PRWI 7,2011,Mourning Dove,27.20000076,20-30
11776,PRWI 7,2011,Acadian Flycatcher,27.20000076,20-30
11777,PRWI 7,2011,Ovenbird,27.20000076,20-30
11778,PRWI 7,2011,Red-eyed Vireo,27.20000076,20-30
11779,PRWI 7,2011,Yellow-billed Cuckoo,27.20000076,20-30
11780,PRWI 18,2011,Acadian Flycatcher,22.0,20-30
11781,PRWI 18,2011,Eastern Tufted Titmouse,22.0,20-30
11782,PRWI 18,2011,Louisiana Waterthrush,22.0,20-30
11783,PRWI 18,2011,Northern Parula,22.0,20-30
11784,PRWI 18,2011,Ovenbird,22.0,20-30
11785,PRWI 18,2011,Pileated Woodpecker,22.0,20-30
11786,PRWI 18,2011,Red-eyed Vireo,22.0,20-30
11787,PRWI 18,2011,Hairy Woodpecker,22.0,20-30
11788,PRWI 18,2011,Eastern Wood-Pewee,22.0,20-30
11789,PRWI 18,2011,White-breasted Nuthatch,22.0,20-30
11790,PRWI 18,2011,White-breasted Nuthatch,22.0,20-30
11791,PRWI 7,2011,Eastern Tufted Titmouse,25.20000076,20-30
11792,PRWI 7,2011,Downy Woodpecker,25.20000076,20-30
11793,PRWI 7,2011,Blue-gray Gnatcatcher,25.20000076,20-30
11794,PRWI 7,2011,American Crow,25.20000076,20-30
11795,PRWI 7,2011,Acadian Flycatcher,25.20000076,20-30
11796,PRWI 7,2011,Red-eyed Vireo,25.20000076,20-30
11797,PRWI 7,2011,Eastern Tufted Titmouse,25.20000076,20-30
11798,PRWI 7,2011,Red-eyed Vireo,25.20000076,20-30
11799,PRWI 18,2011,Great Crested Flycatcher,23.79999924,20-30
11800,PRWI 18,2011,Yellow-throated Vireo,23.79999924,20-30
11801,PRWI 18,2011,Wood Thrush,23.79999924,20-30
11802,PRWI 18,2011,Yellow-throated Vireo,23.79999924,20-30
11803,PRWI 18,2011,Ovenbird,23.79999924,20-30
11804,PRWI 18,2011,American Crow,23.79999924,20-30
11805,PRWI 18,2011,Acadian Flycatcher,23.79999924,20-30
11806,PRWI 18,2011,Acadian Flycatcher,23.79999924,20-30
11807,PRWI 18,2011,Scarlet Tanager,23.79999924,20-30
11808,PRWI 8,2011,Eastern Wood-Pewee,25.79999924,20-30
11809,PRWI 8,2011,Ovenbird,25.79999924,20-30
11810,PRWI 8,2011,Ovenbird,25.79999924,20-30
11811,PRWI 8,2011,Red-bellied Woodpecker,25.79999924,20-30
11812,PRWI 8,2011,Red-eyed Vireo,25.79999924,20-30
11813,PRWI 8,2011,Red-eyed Vireo,25.79999924,20-30
11814,PRWI 8,2011,White-breasted Nuthatch,25.79999924,20-30
11815,PRWI 8,2011,Pine Warbler,25.79999924,20-30
11816,PRWI 8,2011,Yellow-throated Vireo,25.79999924,20-30
11817,PRWI 8,2011,Eastern Tufted Titmouse,25.79999924,20-30
11818,PRWI 8,2011,Ovenbird,25.0,20-30
11819,PRWI 8,2011,Blue-gray Gnatcatcher,25.0,20-30
11820,PRWI 8,2011,Wood Thrush,25.0,20-30
11821,PRWI 8,2011,Yellow-billed Cuckoo,25.0,20-30
11822,PRWI 8,2011,Scarlet Tanager,25.0,20-30
11823,PRWI 8,2011,Ovenbird,25.0,20-30
11824,PRWI 8,2011,Wood Thrush,25.0,20-30
11825,PRWI 8,2011,Scarlet Tanager,25.0,20-30
11826,PRWI 8,2011,Eastern Wood-Pewee,25.0,20-30
11827,PRWI 8,2011,Cedar Waxwing,25.0,20-30
11828,PRWI 8,2011,Eastern Tufted Titmouse,25.0,20-30
11829,PRWI 8,2011,Carolina Chickadee,24.60000038,20-30
11830,PRWI 8,2011,White-breasted Nuthatch,24.60000038,20-30
11831,PRWI 8,2011,Wood Thrush,24.60000038,20-30
11832,PRWI 8,2011,White-breasted Nuthatch,24.60000038,20-30
11833,PRWI 8,2011,Pine Warbler,24.60000038,20-30
11834,PRWI 8,2011,Ovenbird,24.60000038,20-30
11835,PRWI 8,2011,Carolina Chickadee,24.60000038,20-30
11836,PRWI 8,2011,Mourning Dove,24.60000038,20-30
11837,PRWI 8,2011,Eastern Wood-Pewee,24.60000038,20-30
11838,PRWI 8,2011,Blue-headed Vireo,24.60000038,20-30
11839,PRWI 8,2011,Brown-headed Cowbird,25.0,20-30
11840,PRWI 8,2011,Red-eyed Vireo,25.0,20-30
11841,PRWI 8,2011,Red-eyed Vireo,25.0,20-30
11842,PRWI 8,2011,White-breasted Nuthatch,25.0,20-30
11843,PRWI 8,2011,Blue-gray Gnatcatcher,25.0,20-30
11844,PRWI 8,2011,Ovenbird,25.0,20-30
11845,PRWI 8,2011,White-breasted Nuthatch,25.0,20-30
11846,PRWI 8,2011,Mourning Dove,25.0,20-30
11847,PRWI 8,2011,Eastern Wood-Pewee,25.0,20-30
11848,PRWI 8,2011,Carolina Chickadee,25.0,20-30
11849,PRWI 8,2011,Blue Jay,25.0,20-30
11850,PRWI 8,2011,Wood Thrush,25.0,20-30
11851,PRWI 8,2011,American Goldfinch,25.0,20-30
11852,PRWI 8,2011,Acadian Flycatcher,25.0,20-30
11853,PRWI 8,2011,Eastern Tufted Titmouse,26.39999962,20-30
11854,PRWI 8,2011,Hooded Warbler,26.39999962,20-30
11855,PRWI 8,2011,Blue-gray Gnatcatcher,26.39999962,20-30
11856,PRWI 8,2011,American Robin,26.39999962,20-30
11857,PRWI 8,2011,American Crow,26.39999962,20-30
11858,PRWI 8,2011,Acadian Flycatcher,26.39999962,20-30
11859,PRWI 8,2011,Blue Jay,26.39999962,20-30
11860,PRWI 8,2011,Blue-headed Vireo,26.39999962,20-30
11861,PRWI 8,2011,Purple Martin,26.39999962,20-30
11862,PRWI 8,2011,Scarlet Tanager,26.39999962,20-30
11863,PRWI 8,2011,Red-eyed Vireo,26.39999962,20-30
11864,PRWI 8,2011,Red-bellied Woodpecker,26.39999962,20-30
11865,PRWI 18,2011,Acadian Flycatcher,21.0,20-30
11866,PRWI 18,2011,Blue-gray Gnatcatcher,21.0,20-30
11867,PRWI 18,2011,Downy Woodpecker,21.0,20-30
11868,PRWI 18,2011,Pileated Woodpecker,21.0,20-30
11869,PRWI 18,2011,Pileated Woodpecker,21.0,20-30
11870,PRWI 18,2011,Red-bellied Woodpecker,21.0,20-30
11871,PRWI 18,2011,Red-eyed Vireo,21.0,20-30
11872,PRWI 18,2011,Red-eyed Vireo,21.0,20-30
11873,PRWI 18,2011,Red-headed Woodpecker,21.0,20-30
11874,PRWI 18,2011,Scarlet Tanager,21.0,20-30
11875,PRWI 20,2011,Red-eyed Vireo,22.0,20-30
11876,PRWI 20,2011,Ovenbird,22.0,20-30
11877,PRWI 20,2011,Red-eyed Vireo,22.0,20-30
11878,PRWI 20,2011,Ovenbird,22.0,20-30
11879,PRWI 20,2011,Ovenbird,22.0,20-30
11880,PRWI 20,2011,Eastern Wood-Pewee,22.0,20-30
11881,PRWI 20,2011,Eastern Towhee,22.0,20-30
11882,PRWI 20,2011,Brown-headed Cowbird,22.0,20-30
11883,PRWI 20,2011,American Crow,22.0,20-30
11884,PRWI 20,2011,Acadian Flycatcher,22.0,20-30
11885,PRWI 20,2011,Acadian Flycatcher,22.0,20-30
11886,PRWI 20,2011,Red-bellied Woodpecker,22.0,20-30
11887,PRWI 20,2011,Eastern Wood-Pewee,22.0,20-30
11888,PRWI 20,2011,American Goldfinch,22.0,20-30
11889,PRWI 20,2011,Blue-gray Gnatcatcher,22.0,20-30
11890,PRWI 20,2011,Red-eyed Vireo,22.0,20-30
11891,PRWI 20,2011,Blue Jay,22.0,20-30
11892,PRWI 20,2011,Eastern Wood-Pewee,22.0,20-30
11893,PRWI 20,2011,Ovenbird,22.0,20-30
11894,PRWI 20,2011,Pileated Woodpecker,22.0,20-30
11895,PRWI 20,2011,Red-bellied Woodpecker,22.0,20-30
11896,PRWI 20,2011,American Crow,22.0,20-30
11897,PRWI 20,2011,Blue-headed Vireo,22.0,20-30
11898,PRWI 20,2011,Wood Thrush,22.0,20-30
11899,PRWI 20,2011,Summer Tanager,22.0,20-30
11900,PRWI 21,2011,American Robin,26.10000038,20-30
11901,PRWI 21,2011,Acadian Flycatcher,26.10000038,20-30
11902,PRWI 21,2011,Brown-headed Cowbird,26.10000038,20-30
11903,PRWI 21,2011,Red-eyed Vireo,26.10000038,20-30
11904,PRWI 21,2011,Red-headed Woodpecker,26.10000038,20-30
11905,PRWI 21,2011,Scarlet Tanager,26.10000038,20-30
11906,PRWI 21,2011,White-breasted Nuthatch,26.10000038,20-30
11907,PRWI 21,2011,Eastern Wood-Pewee,26.10000038,20-30
11908,PRWI 21,2011,Red-eyed Vireo,26.10000038,20-30
11909,PRWI 21,2011,Red-bellied Woodpecker,26.10000038,20-30
11910,PRWI 21,2011,Eastern Tufted Titmouse,26.10000038,20-30
11911,PRWI 21,2011,Ovenbird,26.10000038,20-30
11912,PRWI 21,2011,Wood Thrush,26.10000038,20-30
11913,PRWI 21,2011,Eastern Wood-Pewee,26.10000038,20-30
11914,PRWI 21,2011,Blue-gray Gnatcatcher,24.0,20-30
11915,PRWI 21,2011,Acadian Flycatcher,24.0,20-30
11916,PRWI 21,2011,Blue-gray Gnatcatcher,24.0,20-30
11917,PRWI 21,2011,Eastern Wood-Pewee,24.0,20-30
11918,PRWI 21,2011,Eastern Tufted Titmouse,24.0,20-30
11919,PRWI 21,2011,Louisiana Waterthrush,24.0,20-30
11920,PRWI 21,2011,Northern Parula,24.0,20-30
11921,PRWI 21,2011,Ovenbird,24.0,20-30
11922,PRWI 21,2011,Ovenbird,24.0,20-30
11923,PRWI 21,2011,Red-bellied Woodpecker,24.0,20-30
11924,PRWI 21,2011,White-breasted Nuthatch,24.0,20-30
11925,PRWI 21,2011,Wood Thrush,24.0,20-30
11926,PRWI 20,2011,Scarlet Tanager,23.0,20-30
11927,PRWI 20,2011,Red-eyed Vireo,23.0,20-30
11928,PRWI 20,2011,Red-eyed Vireo,23.0,20-30
11929,PRWI 20,2011,Red-bellied Woodpecker,23.0,20-30
11930,PRWI 20,2011,Red-bellied Woodpecker,23.0,20-30
11931,PRWI 20,2011,Ovenbird,23.0,20-30
11932,PRWI 20,2011,Ovenbird,23.0,20-30
11933,PRWI 20,2011,Eastern Wood-Pewee,23.0,20-30
11934,PRWI 20,2011,White-breasted Nuthatch,23.0,20-30
11935,PRWI 20,2011,Wood Thrush,23.0,20-30
11936,PRWI 20,2011,American Crow,23.0,20-30
11937,PRWI 20,2011,American Robin,23.0,20-30
11938,PRWI 20,2011,American Robin,23.0,20-30
11939,PRWI 20,2011,Blue-gray Gnatcatcher,23.0,20-30
11940,PRWI 20,2011,Common Grackle,23.0,20-30
11941,PRWI 20,2011,Acadian Flycatcher,23.0,20-30
11942,PRWI 22,2011,Northern Cardinal,24.70000076,20-30
11943,PRWI 22,2011,American Goldfinch,24.70000076,20-30
11944,PRWI 22,2011,Scarlet Tanager,24.70000076,20-30
11945,PRWI 22,2011,Northern Cardinal,24.70000076,20-30
11946,PRWI 22,2011,Mourning Dove,24.70000076,20-30
11947,PRWI 22,2011,Indigo Bunting,24.70000076,20-30
11948,PRWI 22,2011,Indigo Bunting,24.70000076,20-30
11949,PRWI 22,2011,Eastern Tufted Titmouse,24.70000076,20-30
11950,PRWI 22,2011,Eastern Wood-Pewee,24.70000076,20-30
11951,PRWI 22,2011,Blue Jay,24.70000076,20-30
11952,PRWI 22,2011,Wood Thrush,24.70000076,20-30
11953,PRWI 22,2011,Northern Parula,24.79999924,20-30
11954,PRWI 22,2011,Red-eyed Vireo,24.79999924,20-30
11955,PRWI 22,2011,Red-eyed Vireo,24.79999924,20-30
11956,PRWI 22,2011,Blue Jay,24.79999924,20-30
11957,PRWI 22,2011,Ovenbird,24.79999924,20-30
11958,PRWI 22,2011,American Crow,24.79999924,20-30
11959,PRWI 22,2011,Acadian Flycatcher,24.79999924,20-30
11960,PRWI 22,2011,Eastern Wood-Pewee,24.79999924,20-30
11961,PRWI 22,2011,Brown-headed Cowbird,24.79999924,20-30
11962,PRWI 22,2011,American Robin,24.20000076,20-30
11963,PRWI 22,2011,Blue Jay,24.20000076,20-30
11964,PRWI 22,2011,Blue Jay,24.20000076,20-30
11965,PRWI 22,2011,Eastern Wood-Pewee,24.20000076,20-30
11966,PRWI 22,2011,Eastern Wood-Pewee,24.20000076,20-30
11967,PRWI 22,2011,Eastern Wood-Pewee,24.20000076,20-30
11968,PRWI 22,2011,Northern Cardinal,24.20000076,20-30
11969,PRWI 22,2011,Northern Parula,24.20000076,20-30
11970,PRWI 22,2011,Red-eyed Vireo,24.20000076,20-30
11971,PRWI 22,2011,Blue-gray Gnatcatcher,24.20000076,20-30
11972,PRWI 22,2011,Wood Thrush,24.20000076,20-30
11973,PRWI 22,2011,Acadian Flycatcher,24.20000076,20-30
11974,PRWI 22,2011,Acadian Flycatcher,24.20000076,20-30
11975,PRWI 22,2011,Acadian Flycatcher,24.20000076,20-30
11976,PRWI 22,2011,Red-eyed Vireo,24.20000076,20-30
11977,PRWI 22,2011,Red-eyed Vireo,24.20000076,20-30
11978,PRWI 22,2011,Scarlet Tanager,24.20000076,20-30
11979,PRWI 22,2011,White-breasted Nuthatch,24.20000076,20-30
11980,PRWI 22,2011,Ovenbird,24.20000076,20-30
11981,PRWI 21,2011,Ovenbird,24.89999962,20-30
11982,PRWI 21,2011,Blue-gray Gnatcatcher,24.89999962,20-30
11983,PRWI 21,2011,Eastern Wood-Pewee,24.89999962,20-30
11984,PRWI 21,2011,Blue-gray Gnatcatcher,24.89999962,20-30
11985,PRWI 21,2011,American Robin,24.89999962,20-30
11986,PRWI 21,2011,American Crow,24.89999962,20-30
11987,PRWI 21,2011,Acadian Flycatcher,24.89999962,20-30
11988,PRWI 21,2011,Red-bellied Woodpecker,24.89999962,20-30
11989,PRWI 21,2011,Red-eyed Vireo,24.89999962,20-30
11990,PRWI 21,2011,Yellow-throated Vireo,24.89999962,20-30
11991,PRWI 21,2011,White-breasted Nuthatch,24.89999962,20-30
11992,PRWI 21,2011,Wood Thrush,24.89999962,20-30
11993,PRWI 13,2011,Eastern Towhee,23.5,20-30
11994,PRWI 13,2011,Ovenbird,23.5,20-30
11995,PRWI 13,2011,American Crow,23.5,20-30
11996,PRWI 13,2011,Blue-gray Gnatcatcher,23.5,20-30
11997,PRWI 13,2011,Ovenbird,23.5,20-30
11998,PRWI 13,2011,Hairy Woodpecker,23.5,20-30
11999,PRWI 13,2011,Wood Thrush,23.5,20-30
12000,PRWI 13,2011,Red-eyed Vireo,23.5,20-30
12001,PRWI 13,2011,Northern Cardinal,23.5,20-30
12002,PRWI 13,2011,Eastern Tufted Titmouse,23.5,20-30
12003,PRWI 13,2011,Hooded Warbler,23.5,20-30
12004,PRWI 22,2011,Hairy Woodpecker,24.70000076,20-30
12005,PRWI 22,2011,Acadian Flycatcher,24.70000076,20-30
